,s_city,s_lat,s_lon,e_City,e_lat,e_lon
4172,Sao Paulo Guarulhos Intl Apt,-23.4356,-46.4731,Ilheus,-14.815,-39.0333
4173,Sao Paulo Guarulhos Intl Apt,-23.4356,-46.4731,Porto Alegre,-29.9939,-51.1711
4174,Sao Paulo Guarulhos Intl Apt,-23.4356,-46.4731,Recife,-8.1225,-34.9203
4175,Sao Paulo Guarulhos Intl Apt,-23.4356,-46.4731,Rio de Janeiro Santos Dumont Apt,-22.9103,-43.1628
4176,Sao Paulo Guarulhos Intl Apt,-23.4356,-46.4731,Vitoria,-20.2581,-40.2864
4177,Goiania,-16.6297,-49.2267,BARRO DO GARCAS,-15.8603,-52.3889
4178,Goiania,-16.6297,-49.2267,Porto Seguro,-16.4381,-39.0733
4179,Goiania,-16.6297,-49.2267,Palmas,-10.2944,-48.3628
4180,Goiania,-16.6297,-49.2267,Ribeirao Preto                          ,-21.1364,-47.7767
4181,Goiania,-16.6297,-49.2267,Recife,-8.1225,-34.9203
4182,Goiania,-16.6297,-49.2267,Salvador,-12.9086,-38.3225
4183,Joao Pessoa,-7.1189,-34.9508,Campina Grande                          ,-7.2692,-35.895
4184,Maraba,-5.3675,-49.1378,Carajas                                 ,-6.1175,-50.0036
4185,Manaus,-3.0411,-60.0506,Boa Vista                               ,2.8414,-60.6922
4186,Manaus,-3.0411,-60.0506,Porto Velho,-8.7136,-63.9028
4187,Manaus,-3.0411,-60.0506,Santarem,-2.4247,-54.7858
4188,Manaus,-3.0411,-60.0506,Tabatinga,-4.2506,-69.9378
4189,Manaus,-3.0411,-60.0506,Tefe,-3.3803,-64.7308
4190,Natal,-5.9083,-35.2492,Fernando De Noronha                     ,-3.85,-32.4167
4191,Navegantes,-26.8786,-48.6508,Buenos Aires Ministro Pistarini         ,-34.8222,-58.5358
4192,Parnaiba    ,-2.8937,-41.732,Teresina,-5.0606,-42.8244
4193,Porto Alegre,-29.9939,-51.1711,Sao Paulo Congonhas Apt,-23.6261,-46.6564
4194,Porto Alegre,-29.9939,-51.1711,Florianopolis,-27.6703,-48.5522
4195,Porto Alegre,-29.9939,-51.1711,Santo Angelo,-28.2817,-54.1683
4196,Porto Alegre,-29.9939,-51.1711,Foz do Iguacu,-25.6003,-54.485
4197,Porto Alegre,-29.9939,-51.1711,Montevideo,-34.8378,-56.0303
4198,Porto Alegre,-29.9939,-51.1711,Navegantes,-26.8786,-48.6508
4199,Porto Alegre,-29.9939,-51.1711,Pelotas,-31.7161,-52.3311
4200,Porto Alegre,-29.9939,-51.1711,Santa Maria,-29.7108,-53.6922
4201,Porto Alegre,-29.9939,-51.1711,Rosario,-32.9036,-60.7844
4202,Porto Alegre,-29.9939,-51.1711,Uruguaiana,-29.7833,-57.0369
4203,Porto Alegre,-29.9939,-51.1711,Chapeco                                 ,-27.1336,-52.6611
4204,Ribeirao Preto                          ,-21.1364,-47.7767,Porto Seguro,-16.4381,-39.0733
4205,Ribeirao Preto                          ,-21.1364,-47.7767,Recife,-8.1225,-34.9203
4206,Recife,-8.1225,-34.9203,Aracaju,-10.9853,-37.0733
4207,Recife,-8.1225,-34.9203,Cordoba                                 ,-31.31,-64.2083
4208,Recife,-8.1225,-34.9203,Campina Grande                          ,-7.2692,-35.895
4209,Recife,-8.1225,-34.9203,Fernando De Noronha                     ,-3.85,-32.4167
4210,Recife,-8.1225,-34.9203,Fort Lauderdale/Hollywood Intl Apt,26.0727,-80.1527
4211,Recife,-8.1225,-34.9203,Fortaleza,-3.7761,-38.5325
4212,Recife,-8.1225,-34.9203,Rio de Janeiro International Apt,-22.81,-43.2506
4213,Recife,-8.1225,-34.9203,Juazeiro Do Norte,-7.2181,-39.2714
4214,Recife,-8.1225,-34.9203,Jericoacoara,-2.5424,-40.2129
4215,Recife,-8.1225,-34.9203,Joao Pessoa,-7.1189,-34.9508
4216,Recife,-8.1225,-34.9203,Orlando International Apt,28.4294,-81.309
4217,Recife,-8.1225,-34.9203,Maceio,-9.5172,-35.7836
4218,Recife,-8.1225,-34.9203,Natal,-5.9083,-35.2492
4219,Recife,-8.1225,-34.9203,Petrolina,-9.3667,-40.5664
4220,Recife,-8.1225,-34.9203,Ribeirao Preto                          ,-21.1364,-47.7767
4221,Recife,-8.1225,-34.9203,Rosario,-32.9036,-60.7844
4222,Recife,-8.1225,-34.9203,Teresina,-5.0606,-42.8244
4223,Recife,-8.1225,-34.9203,Uberlandia,-18.8831,-48.2247
4224,Recife,-8.1225,-34.9203,Vitoria,-20.2581,-40.2864
4225,Rio de Janeiro Santos Dumont Apt,-22.9103,-43.1628,Porto Seguro,-16.4381,-39.0733
4226,Rio de Janeiro Santos Dumont Apt,-22.9103,-43.1628,Campos,-21.7006,-41.3072
4227,Rio de Janeiro Santos Dumont Apt,-22.9103,-43.1628,Belo Horizonte Tancredo Neves Int Apt,-19.6244,-43.9719
4228,Rio de Janeiro Santos Dumont Apt,-22.9103,-43.1628,Curitiba Afonso Pena,-25.5317,-49.1761
4229,Rio de Janeiro Santos Dumont Apt,-22.9103,-43.1628,Goiania,-16.6297,-49.2267
4230,Rio de Janeiro Santos Dumont Apt,-22.9103,-43.1628,Navegantes,-26.8786,-48.6508
4231,Rio de Janeiro Santos Dumont Apt,-22.9103,-43.1628,Porto Alegre,-29.9939,-51.1711
4232,Rio de Janeiro Santos Dumont Apt,-22.9103,-43.1628,Ribeirao Preto                          ,-21.1364,-47.7767
4233,Rio de Janeiro Santos Dumont Apt,-22.9103,-43.1628,Uberlandia,-18.8831,-48.2247
4234,Rio de Janeiro Santos Dumont Apt,-22.9103,-43.1628,Sao Paulo Viracopos Apt,-23.0069,-47.1344
4235,Rio de Janeiro Santos Dumont Apt,-22.9103,-43.1628,Vitoria,-20.2581,-40.2864
4236,Sao Luiz,-2.5869,-44.2361,Fortaleza,-3.7761,-38.5325
4237,Sao Luiz,-2.5869,-44.2361,Imperatriz,-5.5303,-47.4578
4238,Sao Luiz,-2.5869,-44.2361,Recife,-8.1225,-34.9203
4239,Sao Luiz,-2.5869,-44.2361,Teresina,-5.0606,-42.8244
4240,Salvador,-12.9086,-38.3225,Porto Seguro,-16.4381,-39.0733
4241,Salvador,-12.9086,-38.3225,FEIRA DE SANTANA/J.D.CARNEIRO,-12.2025,-38.9061
4242,Salvador,-12.9086,-38.3225,Ilheus,-14.815,-39.0333
4243,Salvador,-12.9086,-38.3225,Lencois,-12.4822,-41.2769
4244,Salvador,-12.9086,-38.3225,PAULO ALFONSO,-9.4019,-38.2539
4245,Salvador,-12.9086,-38.3225,Recife,-8.1225,-34.9203
4246,Salvador,-12.9086,-38.3225,Vitoria da Conquista,-14.8631,-40.8625
4247,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Aracatuba                               ,-21.1436,-50.4258
4248,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Porto Seguro,-16.4381,-39.0733
4249,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Cascavel                                ,-25.0022,-53.5019
4250,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Cuiaba,-15.65,-56.1175
4251,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Campo Grande,-20.4694,-54.6703
4252,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Caldas Novas                            ,-17.7247,-48.61
4253,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Corumba,-19.0119,-57.6714
4254,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Belo Horizonte Tancredo Neves Int Apt,-19.6244,-43.9719
4255,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Caxias Do Sul                           ,-29.195,-51.1892
4256,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Curitiba Afonso Pena,-25.5317,-49.1761
4257,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Dourados                                ,-22.1978,-54.9242
4258,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Fort Lauderdale/Hollywood Intl Apt,26.0727,-80.1527
4259,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Florianopolis,-27.6703,-48.5522
4260,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Fortaleza,-3.7761,-38.5325
4261,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Rio de Janeiro International Apt,-22.81,-43.2506
4262,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Goiania,-16.6297,-49.2267
4263,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Foz do Iguacu,-25.6003,-54.485
4264,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Juiz De Fora,-21.5131,-43.1731
4265,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Juazeiro Do Norte,-7.2181,-39.2714
4266,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Jericoacoara,-2.5424,-40.2129
4267,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Jaguaruna Regional Airport,-28.4031,-49.0337
4268,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Joinville                               ,-26.2231,-48.7975
4269,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Joao Pessoa,-7.1189,-34.9508
4270,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Bauru,-22.1577,-49.0683
4271,Sao Paulo Viracopos Apt,-23.0069,-47.1344,LAGES,-27.7828,-50.2806
4272,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Londrina                                ,-23.3297,-51.1361
4273,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Lisbon                                  ,38.7742,-9.1342
4274,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Manaus,-3.0411,-60.0506
4275,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Orlando International Apt,28.4294,-81.309
4276,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Maceio,-9.5172,-35.7836
4277,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Maringa,-23.4794,-52.0122
4278,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Marilia                                 ,-22.195,-49.9264
4279,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Natal,-5.9083,-35.2492
4280,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Navegantes,-26.8786,-48.6508
4281,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Passo Fundo,-28.2447,-52.3281
4282,Sao Paulo Viracopos Apt,-23.0069,-47.1344,PONTA GROSSA,-25.1872,-50.1439
4283,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Petrolina,-9.3667,-40.5664
4284,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Porto Alegre,-29.9939,-51.1711
4285,Sao Paulo Viracopos Apt,-23.0069,-47.1344,President Prudente                      ,-22.1778,-51.4183
4286,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Ribeirao Preto                          ,-21.1364,-47.7767
4287,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Recife,-8.1225,-34.9203
4288,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Rio Verde,-17.8342,-50.9556
4289,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Sao Jose Do Rio Preto,-20.8161,-49.4047
4290,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Salvador,-12.9086,-38.3225
4291,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Teresina,-5.0606,-42.8244
4292,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Tr��s Lagoas,-20.4516,-51.4102
4293,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Uberlandia,-18.8831,-48.2247
4294,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Vitoria,-20.2581,-40.2864
4295,Sao Paulo Viracopos Apt,-23.0069,-47.1344,Chapeco                                 ,-27.1336,-52.6611
4296,Kaohsiung,22.5769,120.3503,Hangzhou                                ,30.2283,120.4317
4297,Kaohsiung,22.5769,120.3503,Hualien                                 ,24.0233,121.61
4298,Kaohsiung,22.5769,120.3503,Magong                                  ,23.5722,119.6222
4299,Kaohsiung,22.5769,120.3503,Xiamen,24.5433,118.125
4300,Taichung Cingcyuangang,24.2647,120.6206,Hanoi,21.2217,105.8056
4301,Taichung Cingcyuangang,24.2647,120.6206,Hangzhou                                ,30.2283,120.4317
4302,Taichung Cingcyuangang,24.2647,120.6206,Hong Kong International Apt             ,22.3089,113.9146
4303,Taichung Cingcyuangang,24.2647,120.6206,Hualien                                 ,24.0233,121.61
4304,Taichung Cingcyuangang,24.2647,120.6206,Kinmen                                  ,24.4319,118.3594
4305,Taichung Cingcyuangang,24.2647,120.6206,Magong                                  ,23.5722,119.6222
4306,Taichung Cingcyuangang,24.2647,120.6206,Ningbo                                  ,29.8233,121.4633
4307,Taichung Cingcyuangang,24.2647,120.6206,Okinawa Naha Apt,26.1958,127.6459
4308,Taichung Cingcyuangang,24.2647,120.6206,Ho Chi Minh City                        ,10.8206,106.6608
4309,Taichung Cingcyuangang,24.2647,120.6206,Wuxi                                    ,31.4944,120.4294
4310,Taipei Songshan,25.0694,121.5517,Fuzhou,25.9333,119.6617
4311,Taipei Songshan,25.0694,121.5517,Kinmen                                  ,24.4319,118.3594
4312,Taipei Songshan,25.0694,121.5517,Magong                                  ,23.5722,119.6222
4313,Taipei Songshan,25.0694,121.5517,Taitung,22.7567,121.0933
4314,Taipei Songshan,25.0694,121.5517,Wenzhou,27.9122,120.8519
4315,Taipei Songshan,25.0694,121.5517,Wuhan                                   ,30.785,114.21
4316,Abuja,9.0069,7.2631,Port Harcourt,5.0156,6.9495
4317,Abidjan,5.2544,-3.9286,Bamako,12.5379,-7.9433
4318,Accra,5.5964,-0.17,Lome,6.1658,1.2542
4319,Bangui                                  ,4.3977,18.5198,Yaounde Nsimalen Intl Apt,3.7172,11.5525
4320,Paris Charles de Gaulle Apt,49.0097,2.5478,Abidjan,5.2544,-3.9286
4321,Paris Charles de Gaulle Apt,49.0097,2.5478,Abuja,9.0069,7.2631
4322,Paris Charles de Gaulle Apt,49.0097,2.5478,Aberdeen,57.2019,-2.1978
4323,Paris Charles de Gaulle Apt,49.0097,2.5478,Accra,5.5964,-0.17
4324,Paris Charles de Gaulle Apt,49.0097,2.5478,Algiers,36.6944,3.2169
4325,Paris Charles de Gaulle Apt,49.0097,2.5478,Amman Queen Alia International Apt      ,31.7226,35.9932
4326,Paris Charles de Gaulle Apt,49.0097,2.5478,Amsterdam,52.3081,4.7642
4327,Paris Charles de Gaulle Apt,49.0097,2.5478,Stockholm Arlanda Apt,59.6519,17.9186
4328,Paris Charles de Gaulle Apt,49.0097,2.5478,Athens                                  ,37.9367,23.9445
4329,Paris Charles de Gaulle Apt,49.0097,2.5478,Atlanta Hartsfield-Jackson Intl Apt,33.6367,-84.4281
4330,Paris Charles de Gaulle Apt,49.0097,2.5478,Brest                                   ,48.4472,-4.4217
4331,Paris Charles de Gaulle Apt,49.0097,2.5478,Beirut                                  ,33.8206,35.49
4332,Paris Charles de Gaulle Apt,49.0097,2.5478,Birmingham Airport,52.4539,-1.748
4333,Paris Charles de Gaulle Apt,49.0097,2.5478,Bastia,42.55,9.4847
4334,Paris Charles de Gaulle Apt,49.0097,2.5478,Bilbao                                  ,43.3011,-2.9106
4335,Paris Charles de Gaulle Apt,49.0097,2.5478,Biarritz,43.4683,-1.5311
4336,Paris Charles de Gaulle Apt,49.0097,2.5478,Bangkok Suvarnabhumi International Apt,13.6811,100.7473
4337,Paris Charles de Gaulle Apt,49.0097,2.5478,Bamako,12.5379,-7.9433
4338,Paris Charles de Gaulle Apt,49.0097,2.5478,Billund,55.7403,9.1518
4339,Paris Charles de Gaulle Apt,49.0097,2.5478,Bologna                                 ,44.5306,11.2969
4340,Paris Charles de Gaulle Apt,49.0097,2.5478,Bengaluru                               ,12.9522,77.6646
4341,Paris Charles de Gaulle Apt,49.0097,2.5478,Bordeaux Merignac Apt,44.8286,-0.7153
4342,Paris Charles de Gaulle Apt,49.0097,2.5478,Bogota                                  ,4.7031,-74.1383
4343,Paris Charles de Gaulle Apt,49.0097,2.5478,Mumbai                                  ,19.0908,72.8667
4344,Paris Charles de Gaulle Apt,49.0097,2.5478,Boston Logan International Apt          ,42.3643,-71.0052
4345,Paris Charles de Gaulle Apt,49.0097,2.5478,Bremen                                  ,53.0474,8.7867
4346,Paris Charles de Gaulle Apt,49.0097,2.5478,Basel,47.59,7.5292
4347,Paris Charles de Gaulle Apt,49.0097,2.5478,Budapest                                ,47.4393,19.2618
4348,Paris Charles de Gaulle Apt,49.0097,2.5478,Brazzaville                             ,-4.2556,15.2483
4349,Paris Charles de Gaulle Apt,49.0097,2.5478,Guangzhou,23.39,113.3067
4350,Paris Charles de Gaulle Apt,49.0097,2.5478,Caracas,10.6012,-66.9912
4351,Paris Charles de Gaulle Apt,49.0097,2.5478,Clermont-Ferrand,45.7858,3.1625
4352,Paris Charles de Gaulle Apt,49.0097,2.5478,Conakry,9.5769,-13.612
4353,Paris Charles de Gaulle Apt,49.0097,2.5478,Casablanca Mohammed V Apt               ,33.3642,-7.5817
4354,Paris Charles de Gaulle Apt,49.0097,2.5478,Cotonou,6.3564,2.3833
4355,Paris Charles de Gaulle Apt,49.0097,2.5478,Copenhagen Kastrup Apt,55.6179,12.656
4356,Paris Charles de Gaulle Apt,49.0097,2.5478,Cape Town                               ,-33.9681,18.6046
4357,Paris Charles de Gaulle Apt,49.0097,2.5478,Catania,37.4664,15.0642
4358,Paris Charles de Gaulle Apt,49.0097,2.5478,Cancun                                  ,21.0375,-86.877
4359,Paris Charles de Gaulle Apt,49.0097,2.5478,Delhi                                   ,28.5687,77.1121
4360,Paris Charles de Gaulle Apt,49.0097,2.5478,Douala,4.0117,9.7083
4361,Paris Charles de Gaulle Apt,49.0097,2.5478,Blaise Diagne,14.4016,-17.0401
4362,Paris Charles de Gaulle Apt,49.0097,2.5478,Detroit Wayne County,42.2124,-83.3534
4363,Paris Charles de Gaulle Apt,49.0097,2.5478,Dublin,53.4214,-6.27
4364,Paris Charles de Gaulle Apt,49.0097,2.5478,Dublin,53.4214,-6.27
4365,Paris Charles de Gaulle Apt,49.0097,2.5478,Duesseldorf International Airport       ,51.2809,6.7573
4366,Paris Charles de Gaulle Apt,49.0097,2.5478,Dubai International                     ,25.2528,55.3644
4367,Paris Charles de Gaulle Apt,49.0097,2.5478,Edinburgh,55.95,-3.3725
4368,Paris Charles de Gaulle Apt,49.0097,2.5478,Edinburgh,55.95,-3.3725
4369,Paris Charles de Gaulle Apt,49.0097,2.5478,Yerevan,40.1473,44.3959
4370,Paris Charles de Gaulle Apt,49.0097,2.5478,Buenos Aires Ministro Pistarini         ,-34.8222,-58.5358
4371,Paris Charles de Gaulle Apt,49.0097,2.5478,Rome Fiumicino Apt,41.8003,12.2389
4372,Paris Charles de Gaulle Apt,49.0097,2.5478,Kinshasa N'Djili Intl Apt,-4.3856,15.4447
4373,Paris Charles de Gaulle Apt,49.0097,2.5478,Florence                                ,43.8097,11.2039
4374,Paris Charles de Gaulle Apt,49.0097,2.5478,Fortaleza,-3.7761,-38.5325
4375,Paris Charles de Gaulle Apt,49.0097,2.5478,Frankfurt International Apt             ,50.0333,8.5705
4376,Paris Charles de Gaulle Apt,49.0097,2.5478,Rio de Janeiro International Apt,-22.81,-43.2506
4377,Paris Charles de Gaulle Apt,49.0097,2.5478,Genoa,44.4131,8.8378
4378,Paris Charles de Gaulle Apt,49.0097,2.5478,Goteborg Landvetter Apt                 ,57.66,12.2911
4379,Paris Charles de Gaulle Apt,49.0097,2.5478,Sao Paulo Guarulhos Intl Apt,-23.4356,-46.4731
4380,Paris Charles de Gaulle Apt,49.0097,2.5478,Geneva,46.2383,6.1094
4381,Paris Charles de Gaulle Apt,49.0097,2.5478,Hannover,52.4602,9.6835
4382,Paris Charles de Gaulle Apt,49.0097,2.5478,Hamburg Airport,53.6303,9.9883
4383,Paris Charles de Gaulle Apt,49.0097,2.5478,Havana                                  ,22.9892,-82.4092
4384,Paris Charles de Gaulle Apt,49.0097,2.5478,Hong Kong International Apt             ,22.3089,113.9146
4385,Paris Charles de Gaulle Apt,49.0097,2.5478,Tokyo Intl (Haneda),35.5533,139.7812
4386,Paris Charles de Gaulle Apt,49.0097,2.5478,Washington Dulles International Apt,38.9445,-77.4558
4387,Paris Charles de Gaulle Apt,49.0097,2.5478,Houston George Bush Intercontinental Ap ,29.9844,-95.3414
4388,Paris Charles de Gaulle Apt,49.0097,2.5478,Seoul Incheon International Airport,37.4625,126.4392
4389,Paris Charles de Gaulle Apt,49.0097,2.5478,Tehran Imam Khomeini International Apt,35.4161,51.1522
4390,Paris Charles de Gaulle Apt,49.0097,2.5478,Istanbul Ataturk Airport,40.9761,28.8139
4391,Paris Charles de Gaulle Apt,49.0097,2.5478,New York J F Kennedy International Apt,40.6397,-73.7789
4392,Paris Charles de Gaulle Apt,49.0097,2.5478,Djibouti,11.5473,43.1593
4393,Paris Charles de Gaulle Apt,49.0097,2.5478,Johannesburg O.R. Tambo International   ,-26.1337,28.2423
4394,Paris Charles de Gaulle Apt,49.0097,2.5478,Kiev Borispol Intl Apt,50.345,30.8947
4395,Paris Charles de Gaulle Apt,49.0097,2.5478,Osaka Kansai International Airport,34.4273,135.2441
4396,Paris Charles de Gaulle Apt,49.0097,2.5478,Luanda,-8.8577,13.2283
4397,Paris Charles de Gaulle Apt,49.0097,2.5478,Los Angeles International Apt,33.9425,-118.4081
4398,Paris Charles de Gaulle Apt,49.0097,2.5478,Libreville,0.4584,9.4123
4399,Paris Charles de Gaulle Apt,49.0097,2.5478,St Petersburg Pulkovo Apt               ,59.8,30.265
4400,Paris Charles de Gaulle Apt,49.0097,2.5478,Lome,6.1658,1.2542
4401,Paris Charles de Gaulle Apt,49.0097,2.5478,London Heathrow Apt                     ,51.4775,-0.4614
4402,Paris Charles de Gaulle Apt,49.0097,2.5478,Lima,-12.0219,-77.1143
4403,Paris Charles de Gaulle Apt,49.0097,2.5478,Milan Linate Apt                        ,45.4494,9.2783
4404,Paris Charles de Gaulle Apt,49.0097,2.5478,Lisbon                                  ,38.7742,-9.1342
4405,Paris Charles de Gaulle Apt,49.0097,2.5478,Ljubljana     ,46.2245,14.456
4406,Paris Charles de Gaulle Apt,49.0097,2.5478,Lagos,6.5787,3.3227
4407,Paris Charles de Gaulle Apt,49.0097,2.5478,Lyon St-Exupery Apt,45.7256,5.0811
4408,Paris Charles de Gaulle Apt,49.0097,2.5478,Madrid Barajas Apt,40.4722,-3.5609
4409,Paris Charles de Gaulle Apt,49.0097,2.5478,Manchester,53.3537,-2.275
4410,Paris Charles de Gaulle Apt,49.0097,2.5478,Mexico City Juarez International Apt,19.4363,-99.0722
4411,Paris Charles de Gaulle Apt,49.0097,2.5478,Miami International Apt,25.7933,-80.2906
4412,Paris Charles de Gaulle Apt,49.0097,2.5478,Montpellier Mediterranee Apt,43.5833,3.9614
4413,Paris Charles de Gaulle Apt,49.0097,2.5478,Marseille Provence Apt,43.4367,5.215
4414,Paris Charles de Gaulle Apt,49.0097,2.5478,Mauritius,-20.43,57.6831
4415,Paris Charles de Gaulle Apt,49.0097,2.5478,Milan Malpensa Apt,45.63,8.7231
4416,Paris Charles de Gaulle Apt,49.0097,2.5478,Munich International Airport            ,48.3538,11.7861
4417,Paris Charles de Gaulle Apt,49.0097,2.5478,Naples Capodichino Apt,40.8844,14.2908
4418,Paris Charles de Gaulle Apt,49.0097,2.5478,Nairobi Jomo Kenyatta International Apt,-1.3192,36.9278
4419,Paris Charles de Gaulle Apt,49.0097,2.5478,Nice,43.6653,7.215
4420,Paris Charles de Gaulle Apt,49.0097,2.5478,Newcastle                               ,55.0375,-1.6917
4421,Paris Charles de Gaulle Apt,49.0097,2.5478,N'Djamena,12.1249,15.0248
4422,Paris Charles de Gaulle Apt,49.0097,2.5478,Niamey,13.4817,2.1703
4423,Paris Charles de Gaulle Apt,49.0097,2.5478,Nouakchott                              ,18.0956,-15.95
4424,Paris Charles de Gaulle Apt,49.0097,2.5478,Tokyo Narita Intl,35.7647,140.3864
4425,Paris Charles de Gaulle Apt,49.0097,2.5478,Yaounde Nsimalen Intl Apt,3.7172,11.5525
4426,Paris Charles de Gaulle Apt,49.0097,2.5478,Nantes Atlantique Airport               ,47.1569,-1.6078
4427,Paris Charles de Gaulle Apt,49.0097,2.5478,Nuremberg,49.4987,11.0669
4428,Paris Charles de Gaulle Apt,49.0097,2.5478,Porto,41.2356,-8.6781
4429,Paris Charles de Gaulle Apt,49.0097,2.5478,Chicago O'Hare International Apt,41.9786,-87.9048
4430,Paris Charles de Gaulle Apt,49.0097,2.5478,Cork                                    ,51.8414,-8.4911
4431,Paris Charles de Gaulle Apt,49.0097,2.5478,Oran Es Senia Apt                       ,35.6272,-0.6114
4432,Paris Charles de Gaulle Apt,49.0097,2.5478,Oslo Gardermoen Airport,60.2028,11.0839
4433,Paris Charles de Gaulle Apt,49.0097,2.5478,Bucharest Henri Coanda Apt,44.571,26.0851
4434,Paris Charles de Gaulle Apt,49.0097,2.5478,Ouagadougou                             ,12.3536,-1.5119
4435,Paris Charles de Gaulle Apt,49.0097,2.5478,Beijing Capital Intl Apt,40.0733,116.595
4436,Paris Charles de Gaulle Apt,49.0097,2.5478,Palma De Mallorca,39.5517,2.7388
4437,Paris Charles de Gaulle Apt,49.0097,2.5478,Pointe-Noire,-4.8147,11.8864
4438,Paris Charles de Gaulle Apt,49.0097,2.5478,Prague Ruzyne,50.1008,14.26
4439,Paris Charles de Gaulle Apt,49.0097,2.5478,Panama City Tocumen International,9.0714,-79.3833
4440,Paris Charles de Gaulle Apt,49.0097,2.5478,Pau,43.38,-0.4186
4441,Paris Charles de Gaulle Apt,49.0097,2.5478,Punta Cana,18.5674,-68.3634
4442,Paris Charles de Gaulle Apt,49.0097,2.5478,Shanghai Pudong International Apt       ,31.1417,121.79
4443,Paris Charles de Gaulle Apt,49.0097,2.5478,Marrakech,31.6086,-8.0408
4444,Paris Charles de Gaulle Apt,49.0097,2.5478,Rabat,34.0475,-6.7483
4445,Paris Charles de Gaulle Apt,49.0097,2.5478,Rennes St Jacques Airport,48.0719,-1.7322
4446,Paris Charles de Gaulle Apt,49.0097,2.5478,Riyadh,24.9626,46.708
4447,Paris Charles de Gaulle Apt,49.0097,2.5478,Santiago Arturo Merino Benitez,-33.3944,-70.7938
4448,Paris Charles de Gaulle Apt,49.0097,2.5478,Santo Domingo Las Americas Apt,18.4298,-69.669
4449,Paris Charles de Gaulle Apt,49.0097,2.5478,Seattle/Tacoma International Apt,47.449,-122.3093
4450,Paris Charles de Gaulle Apt,49.0097,2.5478,Mahe Island,-4.6743,55.5218
4451,Paris Charles de Gaulle Apt,49.0097,2.5478,San Francisco International Apt         ,37.6189,-122.3749
4452,Paris Charles de Gaulle Apt,49.0097,2.5478,Ho Chi Minh City                        ,10.8206,106.6608
4453,Paris Charles de Gaulle Apt,49.0097,2.5478,Singapore Changi Apt,1.3592,103.9894
4454,Paris Charles de Gaulle Apt,49.0097,2.5478,San Jose Juan Santamaria Apt,9.9939,-84.2089
4455,Paris Charles de Gaulle Apt,49.0097,2.5478,Stuttgart Airport,48.6899,9.222
4456,Paris Charles de Gaulle Apt,49.0097,2.5478,Moscow Sheremetyevo International Apt,55.9717,37.415
4457,Paris Charles de Gaulle Apt,49.0097,2.5478,St Maarten                              ,18.0408,-63.1095
4458,Paris Charles de Gaulle Apt,49.0097,2.5478,Toulon/Hyeres,43.0972,6.1461
4459,Paris Charles de Gaulle Apt,49.0097,2.5478,Toulouse,43.635,1.3678
4460,Paris Charles de Gaulle Apt,49.0097,2.5478,Tel Aviv-Yafo Ben Gurion International,32.0106,34.8772
4461,Paris Charles de Gaulle Apt,49.0097,2.5478,Antananarivo,-18.7965,47.4761
