,s_city,s_lat,s_lon,e_City,e_lat,e_lon
0,Bacau,46.5219,26.9103,Milan Bergamo/Orio al Serio Apt,45.6689,9.7003
1,Bacau,46.5219,26.9103,Bologna                                 ,44.5306,11.2969
2,Bacau,46.5219,26.9103,Brussels Airport,50.9014,4.4844
3,Bacau,46.5219,26.9103,Dublin,53.4214,-6.27
4,Bacau,46.5219,26.9103,Rome Fiumicino Apt,41.8003,12.2389
5,Bacau,46.5219,26.9103,Liverpool                               ,53.3336,-2.8497
6,Bacau,46.5219,26.9103,London Luton Apt                        ,51.8747,-0.3683
7,Bacau,46.5219,26.9103,Madrid Barajas Apt,40.4722,-3.5609
8,Bacau,46.5219,26.9103,Bucharest Henri Coanda Apt,44.571,26.0851
9,Bacau,46.5219,26.9103,Turin Caselle Airport,45.2025,7.6494
10,Milan Bergamo/Orio al Serio Apt,45.6689,9.7003,Liverpool                               ,53.3336,-2.8497
11,Cluj-Napoca                             ,46.7851,23.6861,Birmingham Airport,52.4539,-1.748
12,Cluj-Napoca                             ,46.7851,23.6861,Dublin,53.4214,-6.27
13,Cluj-Napoca                             ,46.7851,23.6861,Iasi,47.1788,27.62
14,Cluj-Napoca                             ,46.7851,23.6861,Liverpool                               ,53.3336,-2.8497
15,Cluj-Napoca                             ,46.7851,23.6861,London Luton Apt                        ,51.8747,-0.3683
16,Cluj-Napoca                             ,46.7851,23.6861,Nice,43.6653,7.215
17,Cluj-Napoca                             ,46.7851,23.6861,Bucharest Henri Coanda Apt,44.571,26.0851
18,Cluj-Napoca                             ,46.7851,23.6861,Tel Aviv-Yafo Ben Gurion International,32.0106,34.8772
19,Cluj-Napoca                             ,46.7851,23.6861,Timisoara,45.8098,21.3379
20,Iasi,47.1788,27.62,Barcelona Apt         ,41.2971,2.0785
21,Iasi,47.1788,27.62,Milan Bergamo/Orio al Serio Apt,45.6689,9.7003
22,Iasi,47.1788,27.62,Brussels Airport,50.9014,4.4844
23,Iasi,47.1788,27.62,Paris Beauvais-Tille Airport            ,49.4544,2.1128
24,Iasi,47.1788,27.62,Cologne/Bonn Apt                        ,50.8659,7.1427
25,Iasi,47.1788,27.62,Rome Fiumicino Apt,41.8003,12.2389
26,Iasi,47.1788,27.62,London Luton Apt                        ,51.8747,-0.3683
27,Iasi,47.1788,27.62,Munich International Airport            ,48.3538,11.7861
28,Iasi,47.1788,27.62,Bucharest Henri Coanda Apt,44.571,26.0851
29,Iasi,47.1788,27.62,Turin Caselle Airport,45.2025,7.6494
30,Iasi,47.1788,27.62,Timisoara,45.8098,21.3379
31,Larnaca                                 ,34.8789,33.6303,Athens                                  ,37.9367,23.9445
32,Larnaca                                 ,34.8789,33.6303,Birmingham Airport,52.4539,-1.748
33,Larnaca                                 ,34.8789,33.6303,London Luton Apt                        ,51.8747,-0.3683
34,Larnaca                                 ,34.8789,33.6303,Thessaloniki,40.5194,22.9736
35,Liverpool                               ,53.3336,-2.8497,Alicante,38.2822,-0.5582
36,Liverpool                               ,53.3336,-2.8497,Rome Fiumicino Apt,41.8003,12.2389
37,Bucharest Henri Coanda Apt,44.571,26.0851,Malaga                                  ,36.675,-4.4992
38,Bucharest Henri Coanda Apt,44.571,26.0851,Stockholm Arlanda Apt,59.6519,17.9186
39,Bucharest Henri Coanda Apt,44.571,26.0851,Barcelona Apt         ,41.2971,2.0785
40,Bucharest Henri Coanda Apt,44.571,26.0851,Birmingham Airport,52.4539,-1.748
41,Bucharest Henri Coanda Apt,44.571,26.0851,Bordeaux Merignac Apt,44.8286,-0.7153
42,Bucharest Henri Coanda Apt,44.571,26.0851,Brussels Airport,50.9014,4.4844
43,Bucharest Henri Coanda Apt,44.571,26.0851,Paris Beauvais-Tille Airport            ,49.4544,2.1128
44,Bucharest Henri Coanda Apt,44.571,26.0851,Cologne/Bonn Apt                        ,50.8659,7.1427
45,Bucharest Henri Coanda Apt,44.571,26.0851,Copenhagen Kastrup Apt,55.6179,12.656
46,Bucharest Henri Coanda Apt,44.571,26.0851,Catania,37.4664,15.0642
47,Bucharest Henri Coanda Apt,44.571,26.0851,Dublin,53.4214,-6.27
48,Bucharest Henri Coanda Apt,44.571,26.0851,Rome Fiumicino Apt,41.8003,12.2389
49,Bucharest Henri Coanda Apt,44.571,26.0851,Florence                                ,43.8097,11.2039
50,Bucharest Henri Coanda Apt,44.571,26.0851,Glasgow International Airport           ,55.8719,-4.4331
51,Bucharest Henri Coanda Apt,44.571,26.0851,Hamburg Airport,53.6303,9.9883
52,Bucharest Henri Coanda Apt,44.571,26.0851,Helsinki-Vantaa,60.3172,24.9633
53,Bucharest Henri Coanda Apt,44.571,26.0851,Nice,43.6653,7.215
54,Bucharest Henri Coanda Apt,44.571,26.0851,Larnaca                                 ,34.8789,33.6303
55,Bucharest Henri Coanda Apt,44.571,26.0851,Milan Linate Apt                        ,45.4494,9.2783
56,Bucharest Henri Coanda Apt,44.571,26.0851,Lisbon                                  ,38.7742,-9.1342
57,Bucharest Henri Coanda Apt,44.571,26.0851,Liverpool                               ,53.3336,-2.8497
58,Bucharest Henri Coanda Apt,44.571,26.0851,London Luton Apt                        ,51.8747,-0.3683
59,Bucharest Henri Coanda Apt,44.571,26.0851,Lyon St-Exupery Apt,45.7256,5.0811
60,Bucharest Henri Coanda Apt,44.571,26.0851,Madrid Barajas Apt,40.4722,-3.5609
61,Bucharest Henri Coanda Apt,44.571,26.0851,Naples Capodichino Apt,40.8844,14.2908
62,Bucharest Henri Coanda Apt,44.571,26.0851,Oradea                                  ,47.0253,21.9024
63,Bucharest Henri Coanda Apt,44.571,26.0851,Oslo Gardermoen Airport,60.2028,11.0839
64,Bucharest Henri Coanda Apt,44.571,26.0851,Stuttgart Airport,48.6899,9.222
65,Bucharest Henri Coanda Apt,44.571,26.0851,Tel Aviv-Yafo Ben Gurion International,32.0106,34.8772
66,Bucharest Henri Coanda Apt,44.571,26.0851,Turin Caselle Airport,45.2025,7.6494
67,Bucharest Henri Coanda Apt,44.571,26.0851,Valencia,39.4893,-0.4816
68,Sibiu,45.7867,24.0917,Stuttgart Airport,48.6899,9.222
69,Turin Caselle Airport,45.2025,7.6494,Alghero,40.6322,8.2894
70,Turin Caselle Airport,45.2025,7.6494,Stockholm Arlanda Apt,59.6519,17.9186
71,Turin Caselle Airport,45.2025,7.6494,Bari,41.1392,16.7658
72,Turin Caselle Airport,45.2025,7.6494,Paris Charles de Gaulle Apt,49.0097,2.5478
73,Turin Caselle Airport,45.2025,7.6494,Catania,37.4664,15.0642
74,Turin Caselle Airport,45.2025,7.6494,Lisbon                                  ,38.7742,-9.1342
75,Turin Caselle Airport,45.2025,7.6494,London Luton Apt                        ,51.8747,-0.3683
76,Turin Caselle Airport,45.2025,7.6494,Madrid Barajas Apt,40.4722,-3.5609
77,Turin Caselle Airport,45.2025,7.6494,Naples Capodichino Apt,40.8844,14.2908
78,Turin Caselle Airport,45.2025,7.6494,Pescara                                 ,42.4372,14.1872
79,Turin Caselle Airport,45.2025,7.6494,Reggio di Calabria                      ,38.0731,15.6544
80,Turin Caselle Airport,45.2025,7.6494,Lamezia Terme                           ,38.9083,16.2417
81,Turin Caselle Airport,45.2025,7.6494,Sevilla                                 ,37.4179,-5.8989
82,Turin Caselle Airport,45.2025,7.6494,Trapani                                 ,37.9122,12.4936
83,Da Nang,16.0439,108.2004,Vinh City,18.7304,105.6758
84,Hanoi,21.2217,105.8056,Dien Bien Phu                           ,21.3977,103.0091
85,Hanoi,21.2217,105.8056,Dong Hoi                                ,17.515,106.5906
86,Hanoi,21.2217,105.8056,Vinh City,18.7304,105.6758
87,Ho Chi Minh City                        ,10.8206,106.6608,Ca Mau,9.1877,105.175
88,Ho Chi Minh City                        ,10.8206,106.6608,Tamky,15.4058,108.7
89,Ho Chi Minh City                        ,10.8206,106.6608,Con Dao,8.6667,106.6333
90,Ho Chi Minh City                        ,10.8206,106.6608,Rachgia,9.9497,105.1337
91,Cantho,10.0851,105.7119,Phuquoc                                 ,10.2236,103.9664
92,Cantho,10.0851,105.7119,Con Dao,8.6667,106.6333
93,Branson                                 ,36.5321,-93.2005,Austin-Bergstrom International Apt      ,30.195,-97.67
94,Branson                                 ,36.5321,-93.2005,Cincinnati Northern Kentucky Intl Apt,39.0488,-84.6678
95,Branson                                 ,36.5321,-93.2005,Denver Intl Apt                         ,39.8617,-104.6732
96,Branson                                 ,36.5321,-93.2005,Houston Hobby Apt                       ,29.6454,-95.2789
97,Branson                                 ,36.5321,-93.2005,Chicago Midway Apt,41.786,-87.7524
98,Branson                                 ,36.5321,-93.2005,New Orleans Louis Armstrong Intl Apt    ,29.9934,-90.258
99,Chicago Rockford Airport                ,42.1954,-89.0972,FALLON NAS/VAN VOORHIS FLD,39.4166,-118.701
100,Tirana,41.4147,19.7206,Cuneo,44.5483,7.6222
101,Tirana,41.4147,19.7206,Florence                                ,43.8097,11.2039
102,Tirana,41.4147,19.7206,Perugia,43.0983,12.5111
103,Tirana,41.4147,19.7206,Rimini,44.0194,12.6094
104,Tirana,41.4147,19.7206,Venice Treviso/Sant'Angelo Apt,45.6509,12.1979
105,Irkutsk                                 ,52.2667,104.395,Bratsk,56.37,101.6983
106,Irkutsk                                 ,52.2667,104.395,Chita,52.0267,113.305
107,Irkutsk                                 ,52.2667,104.395,Kirensk,57.7725,108.0589
108,Irkutsk                                 ,52.2667,104.395,Mirny,62.5333,114.0333
109,Irkutsk                                 ,52.2667,104.395,Bodaybo,57.8629,114.2272
110,Irkutsk                                 ,52.2667,104.395,Novosibirsk                             ,55.0117,82.6517
111,Irkutsk                                 ,52.2667,104.395,Talakan,59.5235,111.024
112,Irkutsk                                 ,52.2667,104.395,Ust-Kut,56.8578,105.7289
113,Irkutsk                                 ,52.2667,104.395,Lensk,54.2683,48.2267
114,Irkutsk                                 ,52.2667,104.395,Yakutsk,62.0933,129.7717
115,Krasnoyarsk      ,56.1717,92.4933,Talakan,59.5235,111.024
116,Novosibirsk                             ,55.0117,82.6517,Talakan,59.5235,111.024
117,Novosibirsk                             ,55.0117,82.6517,Tomsk,56.3833,85.2117
118,Novosibirsk                             ,55.0117,82.6517,Ufa,54.5567,55.875
119,Surgut,61.3433,73.4033,Tomsk,56.3833,85.2117
120,Lima,-12.0219,-77.1143,Cuzco                                   ,-13.5358,-71.9388
121,Lima,-12.0219,-77.1143,Huanuco                                 ,-9.9,-76.2167
122,Lima,-12.0219,-77.1143,Pucallpa,-8.3779,-74.5742
123,Lima,-12.0219,-77.1143,Tarapoto,-6.5089,-76.3733
124,Pucallpa,-8.3779,-74.5742,Iquitos,-3.7847,-73.3088
125,Puerto Maldonado,-12.6222,-69.2222,Cuzco                                   ,-13.5358,-71.9388
126,Tarapoto,-6.5089,-76.3733,Iquitos,-3.7847,-73.3088
127,Bobo Dioulasso      ,11.1675,-4.3211,Abidjan,5.2544,-3.9286
128,Bobo Dioulasso      ,11.1675,-4.3211,Accra,5.5964,-0.17
129,Cotonou,6.3564,2.3833,Lome,6.1658,1.2542
130,Ouagadougou                             ,12.3536,-1.5119,Abidjan,5.2544,-3.9286
131,Ouagadougou                             ,12.3536,-1.5119,Accra,5.5964,-0.17
132,Ouagadougou                             ,12.3536,-1.5119,Bamako,12.5379,-7.9433
133,Ouagadougou                             ,12.3536,-1.5119,Bobo Dioulasso      ,11.1675,-4.3211
134,Ouagadougou                             ,12.3536,-1.5119,Cotonou,6.3564,2.3833
135,Ouagadougou                             ,12.3536,-1.5119,Blaise Diagne,14.4016,-17.0401
136,Ouagadougou                             ,12.3536,-1.5119,Lome,6.1658,1.2542
137,Ouagadougou                             ,12.3536,-1.5119,Niamey,13.4817,2.1703
138,Belize City Goldson Intl Apt            ,17.5361,-88.3083,Cancun                                  ,21.0375,-86.877
139,Belize City Goldson Intl Apt            ,17.5361,-88.3083,Dangriga                                ,17.183,-88.583
140,Belize City Goldson Intl Apt            ,17.5361,-88.3083,Placencia                               ,16.533,-88.35
141,Belize City Goldson Intl Apt            ,17.5361,-88.3083,San Pedro,17.9139,-87.9711
142,Belize City Goldson Intl Apt            ,17.5361,-88.3083,Belize City Municipal Apt               ,17.5,-88.183
143,San Pedro,17.9139,-87.9711,Corozal                                 ,18.367,-88.4
144,Placencia                               ,16.533,-88.35,Dangriga                                ,17.183,-88.583
145,Placencia                               ,16.533,-88.35,Punta Gorda                             ,16.1,-88.8
146,Belize City Municipal Apt               ,17.5,-88.183,Dangriga                                ,17.183,-88.583
147,Belize City Municipal Apt               ,17.5,-88.183,San Pedro,17.9139,-87.9711
148,Kodiak Apt,57.75,-152.4939,Amook,57.4667,-153.8333
149,Kodiak Apt,57.75,-152.4939,Kitoi Bay,58.1909,-152.3705
150,Kodiak Apt,57.75,-152.4939,Larsen Bay,57.53,-154.0
151,Kodiak Apt,57.75,-152.4939,Olga Bay,57.1615,-154.2298
152,Kodiak Apt,57.75,-152.4939,Ouzinkie,57.9229,-152.5005
153,Kodiak Apt,57.75,-152.4939,Port Bailey,57.9301,-153.0406
154,Kodiak Apt,57.75,-152.4939,Old Harbor                              ,57.2181,-153.2697
155,Amook,57.4667,-153.8333,Zachar Bay,57.55,-153.75
156,Kitoi Bay,58.1909,-152.3705,Seal Bay,58.1667,-152.5
157,Larsen Bay,57.53,-154.0,Karluk,57.5661,-154.4539
158,Moser Bay                               ,57.0256,-154.1459,Alitak,56.8958,-154.2458
159,Olga Bay,57.1615,-154.2298,Moser Bay                               ,57.0256,-154.1459
160,Ouzinkie,57.9229,-152.5005,Port Lions,57.8854,-152.8461
161,Port Bailey,57.9301,-153.0406,Uganik,57.8833,-153.5
162,Seal Bay,58.1667,-152.5,Port Williams                           ,58.4901,-152.5822
163,Uganik,57.8833,-153.5,West Point,57.7701,-153.5489
164,Mumbai                                  ,19.0908,72.8667,  Nanded,19.1819,77.3186
165,Goa,15.3797,73.8278,Bengaluru                               ,12.9522,77.6646
166,Hyderabad Rajiv Gandhi Intl Arpt        ,17.4534,78.4624,Bengaluru                               ,12.9522,77.6646
167,Hyderabad Rajiv Gandhi Intl Arpt        ,17.4534,78.4624,Kadapa,14.3036,78.4622
168,Hyderabad Rajiv Gandhi Intl Arpt        ,17.4534,78.4624,Goa,15.3797,73.8278
169,Hyderabad Rajiv Gandhi Intl Arpt        ,17.4534,78.4624,Aurangabad                              ,19.8636,75.3986
170,Hyderabad Rajiv Gandhi Intl Arpt        ,17.4534,78.4624,Chennai                                 ,12.9947,80.1755
171,Hyderabad Rajiv Gandhi Intl Arpt        ,17.4534,78.4624,  Nanded,19.1819,77.3186
172,Hyderabad Rajiv Gandhi Intl Arpt        ,17.4534,78.4624,Rajahmundry,17.1083,81.8211
173,Hyderabad Rajiv Gandhi Intl Arpt        ,17.4534,78.4624,Tirupati                                ,13.6331,79.5418
174,Hyderabad Rajiv Gandhi Intl Arpt        ,17.4534,78.4624,Vidyanagar,22.5333,72.9
175,Hyderabad Rajiv Gandhi Intl Arpt        ,17.4534,78.4624,Vijayawada,16.5275,80.7967
176,Chennai                                 ,12.9947,80.1755,Mysore,12.3072,76.6497
177,Chennai                                 ,12.9947,80.1755,Vijayawada,16.5275,80.7967
178,Brasilia,-15.8692,-47.9208,Barreiras                               ,-12.0794,-45.0094
179,Brasilia,-15.8692,-47.9208,Vitoria da Conquista,-14.8631,-40.8625
180,Sao Paulo Guarulhos Intl Apt,-23.4356,-46.4731,Salvador,-12.9086,-38.3225
181,Sao Paulo Guarulhos Intl Apt,-23.4356,-46.4731,Uberlandia,-18.8831,-48.2247
182,Sao Paulo Guarulhos Intl Apt,-23.4356,-46.4731,Vitoria da Conquista,-14.8631,-40.8625
183,Goiania,-16.6297,-49.2267,Palmas,-10.2944,-48.3628
184,Goiania,-16.6297,-49.2267,Ribeirao Preto                          ,-21.1364,-47.7767
185,Goiania,-16.6297,-49.2267,Uberlandia,-18.8831,-48.2247
186,Palmas,-10.2944,-48.3628,Araguaina,-7.2281,-48.2403
187,Ribeirao Preto                          ,-21.1364,-47.7767,Brasilia,-15.8692,-47.9208
188,Ribeirao Preto                          ,-21.1364,-47.7767,Rio de Janeiro International Apt,-22.81,-43.2506
189,Ribeirao Preto                          ,-21.1364,-47.7767,Sao Paulo Guarulhos Intl Apt,-23.4356,-46.4731
190,Ribeirao Preto                          ,-21.1364,-47.7767,Rio de Janeiro Santos Dumont Apt,-22.9103,-43.1628
191,Ribeirao Preto                          ,-21.1364,-47.7767,Rondonopolis                            ,-16.4458,-54.6639
192,Ribeirao Preto                          ,-21.1364,-47.7767,Sao Jose Do Rio Preto,-20.8161,-49.4047
193,Sao Jose Do Rio Preto,-20.8161,-49.4047,Tr��s Lagoas,-20.4516,-51.4102
194,Vitoria da Conquista,-14.8631,-40.8625,Salvador,-12.9086,-38.3225
195,Sal Island,16.7414,-22.9494,Boa Vista Island                        ,16.1364,-22.8886
196,Sal Island,16.7414,-22.9494,Gran Canaria                            ,27.9319,-15.3866
197,Sal Island,16.7414,-22.9494,Praia,14.9411,-23.4847
198,Sal Island,16.7414,-22.9494,Sao Vicente Island,16.8339,-25.0567
199,Praia,14.9411,-23.4847,Boa Vista Island                        ,16.1364,-22.8886
200,Praia,14.9411,-23.4847,Maio Island                             ,15.1558,-23.2136
201,Praia,14.9411,-23.4847,Sao Filipe,14.885,-24.48
202,Praia,14.9411,-23.4847,Sao Nicolau Island,16.5881,-24.2839
203,Praia,14.9411,-23.4847,Sao Vicente Island,16.8339,-25.0567
204,Atlanta Hartsfield-Jackson Intl Apt,33.6367,-84.4281,Jackson                                 ,35.5998,-88.9156
205,Mason City                              ,43.1578,-93.3314,Burlington,40.7832,-91.1255
206,Mason City                              ,43.1578,-93.3314,Fort Dodge                              ,42.5512,-94.1918
207,Minneapolis International Apt,44.882,-93.2218,Fort Dodge                              ,42.5512,-94.1918
208,Minneapolis International Apt,44.882,-93.2218,Ironwood                                ,46.5275,-90.1314
209,Minneapolis International Apt,44.882,-93.2218,Mason City                              ,43.1578,-93.3314
210,Chicago O'Hare International Apt,41.9786,-87.9048,Burlington,40.7832,-91.1255
211,Chicago O'Hare International Apt,41.9786,-87.9048,Ironwood                                ,46.5275,-90.1314
212,Chicago O'Hare International Apt,41.9786,-87.9048,Mason City                              ,43.1578,-93.3314
213,St Louis Lambert Intl Apt               ,38.7487,-90.37,Burlington,40.7832,-91.1255
214,St Louis Lambert Intl Apt               ,38.7487,-90.37,Fort Dodge                              ,42.5512,-94.1918
215,St Louis Lambert Intl Apt               ,38.7487,-90.37,Jonesboro                               ,35.8317,-90.6464
216,St Louis Lambert Intl Apt               ,38.7487,-90.37,Jackson                                 ,35.5998,-88.9156
217,Hollis,55.4816,-132.6461,Craig,55.4788,-133.1478
218,Ketchikan International Apt             ,55.3556,-131.7137,Hollis,55.4816,-132.6461
219,Ketchikan International Apt             ,55.3556,-131.7137,Thorne Bay,55.688,-132.5367
220,Ketchikan International Apt             ,55.3556,-131.7137,Metlakatla,55.131,-131.5781
221,Kuujjuarapik                            ,55.2819,-77.7653,La Grande                               ,53.6253,-77.7042
222,Kuujjuarapik                            ,55.2819,-77.7653,Sanikiluaq                              ,56.5378,-79.2467
223,Kuujjuarapik                            ,55.2819,-77.7653,Umiujaq,56.5381,-76.5192
224,Ivujivik                                ,62.4173,-77.9253,Akulivik,60.8186,-78.1486
225,Ivujivik                                ,62.4173,-77.9253,Salluit                                 ,62.1792,-75.6669
226,Kangirsuk          ,60.0272,-69.9992,Quaqtaq                                 ,61.0464,-69.6178
227,Schefferville                           ,54.8053,-66.8053,Quebec International Airport,46.7911,-71.3933
228,Schefferville                           ,54.8053,-66.8053,Kuujjuaq,58.0961,-68.4269
229,Schefferville                           ,54.8053,-66.8053,Wabush,52.9219,-66.8644
230,Schefferville                           ,54.8053,-66.8053,Sept-Iles,50.2233,-66.2656
231,Inukjuak                                ,58.4717,-78.0772,Puvirnituq                              ,60.0506,-77.2869
232,Inukjuak                                ,58.4717,-78.0772,Umiujaq,56.5381,-76.5192
233,Aupaluk,59.2967,-69.6,Kangirsuk          ,60.0272,-69.9992
234,Aupaluk,59.2967,-69.6,Tasiujuaq,58.6678,-69.9558
235,Puvirnituq                              ,60.0506,-77.2869,Akulivik,60.8186,-78.1486
236,Puvirnituq                              ,60.0506,-77.2869,La Grande                               ,53.6253,-77.7042
237,Puvirnituq                              ,60.0506,-77.2869,Salluit                                 ,62.1792,-75.6669
238,Umiujaq,56.5381,-76.5192,Sanikiluaq                              ,56.5378,-79.2467
239,Montreal Pierre Elliott Trudeau Int Apt ,45.4706,-73.7408,La Grande                               ,53.6253,-77.7042
240,Montreal Pierre Elliott Trudeau Int Apt ,45.4706,-73.7408,Kuujjuarapik                            ,55.2819,-77.7653
241,Montreal Pierre Elliott Trudeau Int Apt ,45.4706,-73.7408,Quebec International Airport,46.7911,-71.3933
242,Kuujjuaq,58.0961,-68.4269,Kangiqsualujjuaq                        ,58.7117,-65.9933
243,Kuujjuaq,58.0961,-68.4269,Kangirsuk          ,60.0272,-69.9992
244,Kuujjuaq,58.0961,-68.4269,Schefferville                           ,54.8053,-66.8053
245,Kuujjuaq,58.0961,-68.4269,Inukjuak                                ,58.4717,-78.0772
246,Kuujjuaq,58.0961,-68.4269,Aupaluk,59.2967,-69.6
247,Kuujjuaq,58.0961,-68.4269,Puvirnituq                              ,60.0506,-77.2869
248,Kuujjuaq,58.0961,-68.4269,Tasiujuaq,58.6678,-69.9558
249,Kangiqsujuaq                            ,61.5886,-71.9294,Quaqtaq                                 ,61.0464,-69.6178
250,Kangiqsujuaq                            ,61.5886,-71.9294,Salluit                                 ,62.1792,-75.6669
251,Hargeisa                                ,9.4878,44.0875,Bosaso                                  ,11.2753,49.1494
252,Hargeisa                                ,9.4878,44.0875,Djibouti,11.5473,43.1593
253,Mogadishu                               ,2.0133,45.305,Galcaio                                 ,6.7808,47.4547
254,Mogadishu                               ,2.0133,45.305,Kisimayu                                ,-0.3458,42.4672
255,Angeles/Mabalacat                       ,15.186,120.5603,Osaka Kansai International Airport,34.4273,135.2441
256,Singapore Changi Apt,1.3592,103.9894,Bangkok Suvarnabhumi International Apt,13.6811,100.7473
257,Singapore Changi Apt,1.3592,103.9894,Jakarta Soekarno-Hatta Apt,-6.1239,106.6611
258,Singapore Changi Apt,1.3592,103.9894,Angeles/Mabalacat                       ,15.186,120.5603
259,Singapore Changi Apt,1.3592,103.9894,Da Nang,16.0439,108.2004
260,Singapore Changi Apt,1.3592,103.9894,Denpasar-Bali,-8.7475,115.1692
261,Singapore Changi Apt,1.3592,103.9894,Darwin International,-12.4161,130.8767
262,Singapore Changi Apt,1.3592,103.9894,Haikou                                  ,19.9333,110.4567
263,Singapore Changi Apt,1.3592,103.9894,Hat Yai                                 ,6.9328,100.395
264,Singapore Changi Apt,1.3592,103.9894,Hong Kong International Apt             ,22.3089,113.9146
265,Singapore Changi Apt,1.3592,103.9894,Phuket                                  ,8.1125,98.3093
266,Singapore Changi Apt,1.3592,103.9894,Kualanamu                       ,3.3816,98.5213
267,Singapore Changi Apt,1.3592,103.9894,Kuala Lumpur International Airport      ,2.7433,101.6981
268,Singapore Changi Apt,1.3592,103.9894,Manila Ninoy Aquino International Apt,14.5099,121.0139
269,Singapore Changi Apt,1.3592,103.9894,Okinawa Naha Apt,26.1958,127.6459
270,Singapore Changi Apt,1.3592,103.9894,Penang,5.2972,100.2767
271,Singapore Changi Apt,1.3592,103.9894,Palembang,-2.9006,104.7
272,Singapore Changi Apt,1.3592,103.9894,Pekanbaru,0.455,101.4433
273,Singapore Changi Apt,1.3592,103.9894,Phnom Penh                              ,11.5483,104.8533
274,Singapore Changi Apt,1.3592,103.9894,Siem Reap,13.4197,103.8128
275,Singapore Changi Apt,1.3592,103.9894,Yangon,16.9069,96.1343
276,Singapore Changi Apt,1.3592,103.9894,Ho Chi Minh City                        ,10.8206,106.6608
277,Singapore Changi Apt,1.3592,103.9894,Surabaya,-7.3806,112.7861
278,Singapore Changi Apt,1.3592,103.9894,Shantou,23.4397,116.7697
279,Singapore Changi Apt,1.3592,103.9894,Sanya                                   ,18.3017,109.4133
280,Singapore Changi Apt,1.3592,103.9894,Taipei Taiwan Taoyuan International Apt ,25.0802,121.2322
281,Taipei Taiwan Taoyuan International Apt ,25.0802,121.2322,Osaka Kansai International Airport,34.4273,135.2441
282,Key West International Apt              ,24.5562,-81.7595,Fort Myers SW Florida International Apt ,26.5362,-81.7552
283,Fort Lauderdale/Hollywood Intl Apt,26.0727,-80.1527,Bimini International Apt,25.6999,-79.2647
284,Fort Lauderdale/Hollywood Intl Apt,26.0727,-80.1527,North Eleuthera,25.4749,-76.6835
285,Fort Lauderdale/Hollywood Intl Apt,26.0727,-80.1527,Key West International Apt              ,24.5562,-81.7595
286,Fort Lauderdale/Hollywood Intl Apt,26.0727,-80.1527,Freeport                                ,26.5587,-78.6956
287,Fort Lauderdale/Hollywood Intl Apt,26.0727,-80.1527,Orlando International Apt,28.4294,-81.309
288,Fort Lauderdale/Hollywood Intl Apt,26.0727,-80.1527,Marsh Harbour,26.5114,-77.0835
289,Fort Lauderdale/Hollywood Intl Apt,26.0727,-80.1527,Treasure Cay,26.7453,-77.3913
290,Fort Lauderdale/Hollywood Intl Apt,26.0727,-80.1527,Tallahassee,30.3965,-84.3503
291,Jacksonville International Apt    ,30.4941,-81.6879,Marsh Harbour,26.5114,-77.0835
292,Orlando International Apt,28.4294,-81.309,Key West International Apt              ,24.5562,-81.7595
293,Orlando International Apt,28.4294,-81.309,Pensacola Municipal Apt,30.4734,-87.1864
294,Orlando International Apt,28.4294,-81.309,Fort Myers SW Florida International Apt ,26.5362,-81.7552
295,Orlando International Apt,28.4294,-81.309,Tallahassee,30.3965,-84.3503
296,West Palm Beach International Apt,26.6832,-80.0956,Marsh Harbour,26.5114,-77.0835
297,West Palm Beach International Apt,26.6832,-80.0956,Nassau International Apt,25.039,-77.4662
298,Tampa International Apt,27.9755,-82.5332,Jacksonville International Apt    ,30.4941,-81.6879
299,Tampa International Apt,27.9755,-82.5332,Key West International Apt              ,24.5562,-81.7595
300,Tampa International Apt,27.9755,-82.5332,Fort Lauderdale/Hollywood Intl Apt,26.0727,-80.1527
301,Tampa International Apt,27.9755,-82.5332,Marsh Harbour,26.5114,-77.0835
302,Tampa International Apt,27.9755,-82.5332,Nassau International Apt,25.039,-77.4662
303,Tampa International Apt,27.9755,-82.5332,West Palm Beach International Apt,26.6832,-80.0956
304,Tampa International Apt,27.9755,-82.5332,Pensacola Municipal Apt,30.4734,-87.1864
305,Tampa International Apt,27.9755,-82.5332,Tallahassee,30.3965,-84.3503
306,Agadir,30.325,-9.4131,Stockholm Arlanda Apt,59.6519,17.9186
307,Agadir,30.325,-9.4131,Cologne/Bonn Apt                        ,50.8659,7.1427
308,Agadir,30.325,-9.4131,Copenhagen Kastrup Apt,55.6179,12.656
309,Agadir,30.325,-9.4131,Dublin,53.4214,-6.27
310,Agadir,30.325,-9.4131,Manchester,53.3537,-2.275
311,Agadir,30.325,-9.4131,Munich International Airport            ,48.3538,11.7861
312,Agadir,30.325,-9.4131,Toulouse,43.635,1.3678
313,Casablanca Mohammed V Apt               ,33.3642,-7.5817,Barcelona Apt         ,41.2971,2.0785
314,Casablanca Mohammed V Apt               ,33.3642,-7.5817,Milan Bergamo/Orio al Serio Apt,45.6689,9.7003
315,Casablanca Mohammed V Apt               ,33.3642,-7.5817,Bologna                                 ,44.5306,11.2969
316,Casablanca Mohammed V Apt               ,33.3642,-7.5817,Basel,47.59,7.5292
317,Casablanca Mohammed V Apt               ,33.3642,-7.5817,Milan Bergamo/Orio al Serio Apt,45.6689,9.7003
318,Casablanca Mohammed V Apt               ,33.3642,-7.5817,Catania,37.4664,15.0642
